Mediana_100.txt, 0.0367, 0.0279, 0.0298, 0.0326, 0.0385, 2122, 
Mediana_1000.txt, 0.4648, 0.3174, 0.3168, 0.384, 0.3586, 2350, 
Mediana_10000.txt, 4.1552, 4.1225, 4.2403, 4.1236, 4.1497, 2297, 
Mediana_100000.txt, 94.2066, 94.5241, 93.7155, 95.7083, 94.5191, 2335, 
Mediana_1000000.txt, 12024.9, 11787.4, 11827.2, 11832, 11804.4, 2342, 
Mediana_1250000.txt, 15373.9, 15200, 15156.3, 15266.8, 15329.4, 2339, 
Mediana_15000.txt, 7.6572, 7.6179, 7.8256, 7.6116, 7.6179, 2345, 
Mediana_1500000.txt, 19589.1, 19551.6, 19801.6, 19564.3, 19590, 2338, 
Mediana_200.txt, 0.0195, 0.026, 0.0178, 0.0176, 0.0172, 2351, 
Mediana_2000.txt, 0.4222, 0.4293, 0.4214, 0.421, 0.4208, 2325, 
Mediana_200000.txt, 448.52, 443.906, 443.018, 443.07, 445.612, 2342, 
Mediana_2000000.txt, 36649.9, 36578.7, 36360.3, 36840.1, 38644.6, 2339, 
Mediana_30000.txt, 6.1535, 6.3258, 6.182, 6.162, 6.2045, 2340, 
Mediana_500.txt, 0.0392, 0.038, 0.0373, 0.0371, 0.037, 2570, 
Mediana_5000.txt, 1.9395, 1.9702, 1.97, 2.0439, 1.9432, 2292, 
Mediana_50000.txt, 51.1375, 59.8403, 50.3821, 49.3609, 48.9566, 2334, 
Mediana_500000.txt, 3089.27, 3082.81, 2989.86, 2993.32, 2947.5, 2341, 
Mediana_7500.txt, 1.6709, 1.6705, 1.6729, 1.754, 1.6728, 2382, 
Mediana_75000.txt, 79.4227, 77.8543, 77.7678, 80.2019, 76.0881, 2338, 
Mediana_750000.txt, 5191.6, 5167.73, 5235.01, 5216.33, 5136.51, 2339, 
